sample_id,Battery_ID,split,obs_len,pred_len
1359,117,train,9,16
1360,117,train,10,15
1361,117,train,11,14
1362,117,train,12,13
1363,117,train,13,12
1364,117,train,14,11
1365,117,train,15,10
1366,117,train,16,9
1367,117,train,17,8
1368,117,train,18,7
1369,117,train,19,6
1370,117,train,20,5
1371,117,train,21,4
1372,117,train,22,3
1373,117,train,23,2
1374,117,train,24,1
1375,118,train,2,28
1376,118,train,3,27
1377,118,train,4,26
1378,118,train,5,25
1379,118,train,6,24
1380,118,train,7,23
1381,118,train,8,22
1382,118,train,9,21
1383,118,train,10,20
1384,118,train,11,19
1385,118,train,12,18
1386,118,train,13,17
1387,118,train,14,16
1388,118,train,15,15
1389,118,train,16,14
1390,118,train,17,13
1391,118,train,18,12
1392,118,train,19,11
1393,118,train,20,10
1394,118,train,21,9
1395,118,train,22,8
1396,118,train,23,7
1397,118,train,24,6
1398,118,train,25,5
1399,118,train,26,4
1400,118,train,27,3
1401,118,train,28,2
1402,118,train,29,1
1403,119,train,2,20
1404,119,train,3,19
1405,119,train,4,18
1406,119,train,5,17
1407,119,train,6,16
1408,119,train,7,15
1409,119,train,8,14
1410,119,train,9,13
1411,119,train,10,12
1412,119,train,11,11
1413,119,train,12,10
1414,119,train,13,9
1415,119,train,14,8
1416,119,train,15,7
1417,119,train,16,6
1418,119,train,17,5
1419,119,train,18,4
1420,119,train,19,3
1421,119,train,20,2
1422,119,train,21,1
1423,121,train,2,3
1424,121,train,3,2
1425,121,train,4,1
1426,122,train,2,20
1427,122,train,3,19
1428,122,train,4,18
1429,122,train,5,17
1430,122,train,6,16
1431,122,train,7,15
1432,122,train,8,14
1433,122,train,9,13
1434,122,train,10,12
1435,122,train,11,11
1436,122,train,12,10
1437,122,train,13,9
1438,122,train,14,8
1439,122,train,15,7
1440,122,train,16,6
1441,122,train,17,5
1442,122,train,18,4
1443,122,train,19,3
1444,122,train,20,2
1445,122,train,21,1
1446,123,test,2,3
1447,124,val,10,16
1448,125,train,2,3
1449,125,train,3,2
1450,125,train,4,1
1451,126,train,2,3
1452,126,train,3,2
1453,126,train,4,1
1454,127,train,2,27
1455,127,train,3,26
1456,127,train,4,25
1457,127,train,5,24
1458,127,train,6,23
1459,127,train,7,22
1460,127,train,8,21
1461,127,train,9,20
1462,127,train,10,19
1463,127,train,11,18
1464,127,train,12,17
1465,127,train,13,16
1466,127,train,14,15
1467,127,train,15,14
1468,127,train,16,13
1469,127,train,17,12
1470,127,train,18,11
1471,127,train,19,10
1472,127,train,20,9
1473,127,train,21,8
1474,127,train,22,7
1475,127,train,23,6
1476,127,train,24,5
1477,127,train,25,4
1478,127,train,26,3
1479,127,train,27,2
1480,127,train,28,1
1481,128,train,2,20
1482,128,train,3,19
1483,128,train,4,18
1484,128,train,5,17
1485,128,train,6,16
1486,128,train,7,15
1487,128,train,8,14
1488,128,train,9,13
1489,128,train,10,12
1490,128,train,11,11
1491,128,train,12,10
1492,128,train,13,9
1493,128,train,14,8
1494,128,train,15,7
1495,128,train,16,6
1496,128,train,17,5
1497,128,train,18,4
1498,128,train,19,3
1499,128,train,20,2
1500,128,train,21,1
1501,129,train,2,24
1502,129,train,3,23
1503,129,train,4,22
1504,129,train,5,21
1505,129,train,6,20
1506,129,train,7,19
1507,129,train,8,18
1508,129,train,9,17
1509,129,train,10,16
1510,129,train,11,15
1511,129,train,12,14
1512,129,train,13,13
1513,129,train,14,12
1514,129,train,15,11
1515,129,train,16,10
1516,129,train,17,9
1517,129,train,18,8
1518,129,train,19,7
1519,129,train,20,6
1520,129,train,21,5
1521,129,train,22,4
1522,129,train,23,3
1523,129,train,24,2
1524,129,train,25,1
1525,130,train,2,20
1526,130,train,3,19
1527,130,train,4,18
1528,130,train,5,17
1529,130,train,6,16
1530,130,train,7,15
1531,130,train,8,14
1532,130,train,9,13
1533,130,train,10,12
1534,130,train,11,11
1535,130,train,12,10
1536,130,train,13,9
1537,130,train,14,8
1538,130,train,15,7
1539,130,train,16,6
1540,130,train,17,5
1541,130,train,18,4
1542,130,train,19,3
1543,130,train,20,2
1544,130,train,21,1
1545,131,train,2,4
1546,131,train,3,3
1547,131,train,4,2
1548,131,train,5,1
1549,132,train,2,28
1550,132,train,3,27
1551,132,train,4,26
1552,132,train,5,25
1553,132,train,6,24
1554,132,train,7,23
1555,132,train,8,22
1556,132,train,9,21
1557,132,train,10,20
1558,132,train,11,19
1559,132,train,12,18
1560,132,train,13,17
1561,132,train,14,16
1562,132,train,15,15
1563,132,train,16,14
1564,132,train,17,13
1565,132,train,18,12
1566,132,train,19,11
1567,132,train,20,10
1568,132,train,21,9
1569,132,train,22,8
1570,132,train,23,7
1571,132,train,24,6
1572,132,train,25,5
1573,132,train,26,4
1574,132,train,27,3
1575,132,train,28,2
1576,132,train,29,1
1577,133,val,9,13
1578,134,val,12,17
1579,135,val,2,4
1580,136,train,2,3
1581,136,train,3,2
1582,136,train,4,1
1583,137,test,11,17
1584,139,test,10,14
1585,140,train,2,3
1586,140,train,3,2
1587,140,train,4,1
1588,142,train,2,28
1589,142,train,3,27
1590,142,train,4,26
1591,142,train,5,25
1592,142,train,6,24
1593,142,train,7,23
1594,142,train,8,22
1595,142,train,9,21
1596,142,train,10,20
1597,142,train,11,19
1598,142,train,12,18
1599,142,train,13,17
1600,142,train,14,16
1601,142,train,15,15
1602,142,train,16,14
1603,142,train,17,13
1604,142,train,18,12
1605,142,train,19,11
1606,142,train,20,10
1607,142,train,21,9
1608,142,train,22,8
1609,142,train,23,7
1610,142,train,24,6
1611,142,train,25,5
1612,142,train,26,4
1613,142,train,27,3
1614,142,train,28,2
1615,142,train,29,1
1616,146,train,2,20
1617,146,train,3,19
1618,146,train,4,18
1619,146,train,5,17
1620,146,train,6,16
1621,146,train,7,15
1622,146,train,8,14
1623,146,train,9,13
1624,146,train,10,12
1625,146,train,11,11
1626,146,train,12,10
1627,146,train,13,9
1628,146,train,14,8
1629,146,train,15,7
1630,146,train,16,6
1631,146,train,17,5
1632,146,train,18,4
1633,146,train,19,3
1634,146,train,20,2
1635,146,train,21,1
1636,149,val,9,13
1637,151,train,2,25
1638,151,train,3,24
1639,151,train,4,23
1640,151,train,5,22
1641,151,train,6,21
1642,151,train,7,20
1643,151,train,8,19
1644,151,train,9,18
1645,151,train,10,17
1646,151,train,11,16
1647,151,train,12,15
1648,151,train,13,14
1649,151,train,14,13
1650,151,train,15,12
1651,151,train,16,11
1652,151,train,17,10
1653,151,train,18,9
1654,151,train,19,8
1655,151,train,20,7
1656,151,train,21,6
1657,151,train,22,5
1658,151,train,23,4
1659,151,train,24,3
1660,151,train,25,2
1661,151,train,26,1
1662,152,val,11,16
1663,153,train,2,2
1664,153,train,3,1
1665,154,train,2,25
1666,154,train,3,24
1667,154,train,4,23
1668,154,train,5,22
1669,154,train,6,21
1670,154,train,7,20
1671,154,train,8,19
1672,154,train,9,18
1673,154,train,10,17
1674,154,train,11,16
1675,154,train,12,15
1676,154,train,13,14
1677,154,train,14,13
1678,154,train,15,12
1679,154,train,16,11
1680,154,train,17,10
1681,154,train,18,9
1682,154,train,19,8
1683,154,train,20,7
1684,154,train,21,6
1685,154,train,22,5
1686,154,train,23,4
1687,154,train,24,3
1688,154,train,25,2
1689,154,train,26,1
1690,155,val,2,3
1691,157,train,2,17
1692,157,train,3,16
1693,157,train,4,15
1694,157,train,5,14
1695,157,train,6,13
1696,157,train,7,12
1697,157,train,8,11
1698,157,train,9,10
1699,157,train,10,9
1700,157,train,11,8
1701,157,train,12,7
1702,157,train,13,6
1703,157,train,14,5
1704,157,train,15,4
1705,157,train,16,3
1706,157,train,17,2
1707,157,train,18,1
1708,158,train,2,25
1709,158,train,3,24
1710,158,train,4,23
1711,158,train,5,22
1712,158,train,6,21
1713,158,train,7,20
1714,158,train,8,19
1715,158,train,9,18
1716,158,train,10,17
1717,158,train,11,16
1718,158,train,12,15
1719,158,train,13,14
1720,158,train,14,13
1721,158,train,15,12
1722,158,train,16,11
1723,158,train,17,10
1724,158,train,18,9
1725,158,train,19,8
1726,158,train,20,7
1727,158,train,21,6
1728,158,train,22,5
1729,158,train,23,4
1730,158,train,24,3
1731,158,train,25,2
1732,158,train,26,1
1733,159,train,2,25
1734,159,train,3,24
1735,159,train,4,23
1736,159,train,5,22
1737,159,train,6,21
1738,159,train,7,20
1739,159,train,8,19
1740,159,train,9,18
1741,159,train,10,17
1742,159,train,11,16
1743,159,train,12,15
1744,159,train,13,14
1745,159,train,14,13
1746,159,train,15,12
1747,159,train,16,11
1748,159,train,17,10
1749,159,train,18,9
1750,159,train,19,8
1751,159,train,20,7
1752,159,train,21,6
1753,159,train,22,5
1754,159,train,23,4
1755,159,train,24,3
1756,159,train,25,2
1757,159,train,26,1
1758,160,train,2,25
1759,160,train,3,24
1760,160,train,4,23
1761,160,train,5,22
1762,160,train,6,21
1763,160,train,7,20
1764,160,train,8,19
1765,160,train,9,18
1766,160,train,10,17
1767,160,train,11,16
1768,160,train,12,15
1769,160,train,13,14
1770,160,train,14,13
1771,160,train,15,12
1772,160,train,16,11
1773,160,train,17,10
1774,160,train,18,9
1775,160,train,19,8
1776,160,train,20,7
1777,160,train,21,6
1778,160,train,22,5
1779,160,train,23,4
1780,160,train,24,3
1781,160,train,25,2
1782,160,train,26,1
1783,161,train,2,24
1784,161,train,3,23
1785,161,train,4,22
1786,161,train,5,21
1787,161,train,6,20
1788,161,train,7,19
1789,161,train,8,18
1790,161,train,9,17
1791,161,train,10,16
1792,161,train,11,15
1793,161,train,12,14
1794,161,train,13,13
1795,161,train,14,12
1796,161,train,15,11
1797,161,train,16,10
1798,161,train,17,9
1799,161,train,18,8
1800,161,train,19,7
1801,161,train,20,6
1802,161,train,21,5
1803,161,train,22,4
1804,161,train,23,3
1805,161,train,24,2
1806,161,train,25,1
1807,162,train,2,25
1808,162,train,3,24
1809,162,train,4,23
1810,162,train,5,22
1811,162,train,6,21
1812,162,train,7,20
1813,162,train,8,19
1814,162,train,9,18
1815,162,train,10,17
1816,162,train,11,16
1817,162,train,12,15
1818,162,train,13,14
1819,162,train,14,13
1820,162,train,15,12
1821,162,train,16,11
1822,162,train,17,10
1823,162,train,18,9
1824,162,train,19,8
1825,162,train,20,7
1826,162,train,21,6
1827,162,train,22,5
1828,162,train,23,4
1829,162,train,24,3
1830,162,train,25,2
1831,162,train,26,1
1832,163,train,2,25
1833,163,train,3,24
1834,163,train,4,23
1835,163,train,5,22
1836,163,train,6,21
1837,163,train,7,20
1838,163,train,8,19
1839,163,train,9,18
1840,163,train,10,17
1841,163,train,11,16
1842,163,train,12,15
1843,163,train,13,14
1844,163,train,14,13
1845,163,train,15,12
1846,163,train,16,11
1847,163,train,17,10
1848,163,train,18,9
1849,163,train,19,8
1850,163,train,20,7
1851,163,train,21,6
1852,163,train,22,5
1853,163,train,23,4
1854,163,train,24,3
1855,163,train,25,2
1856,163,train,26,1
1857,164,train,2,25
1858,164,train,3,24
1859,164,train,4,23
1860,164,train,5,22
1861,164,train,6,21
1862,164,train,7,20
1863,164,train,8,19
1864,164,train,9,18
1865,164,train,10,17
1866,164,train,11,16
1867,164,train,12,15
1868,164,train,13,14
1869,164,train,14,13
1870,164,train,15,12
1871,164,train,16,11
1872,164,train,17,10
1873,164,train,18,9
1874,164,train,19,8
1875,164,train,20,7
1876,164,train,21,6
1877,164,train,22,5
1878,164,train,23,4
1879,164,train,24,3
1880,164,train,25,2
1881,164,train,26,1
1882,165,train,2,25
1883,165,train,3,24
1884,165,train,4,23
1885,165,train,5,22
1886,165,train,6,21
1887,165,train,7,20
1888,165,train,8,19
1889,165,train,9,18
1890,165,train,10,17
1891,165,train,11,16
1892,165,train,12,15
1893,165,train,13,14
1894,165,train,14,13
1895,165,train,15,12
1896,165,train,16,11
1897,165,train,17,10
1898,165,train,18,9
1899,165,train,19,8
1900,165,train,20,7
1901,165,train,21,6
1902,165,train,22,5
1903,165,train,23,4
1904,165,train,24,3
1905,165,train,25,2
1906,165,train,26,1
1907,166,train,2,25
1908,166,train,3,24
1909,166,train,4,23
1910,166,train,5,22
1911,166,train,6,21
1912,166,train,7,20
1913,166,train,8,19
1914,166,train,9,18
1915,166,train,10,17
1916,166,train,11,16
1917,166,train,12,15
1918,166,train,13,14
1919,166,train,14,13
1920,166,train,15,12
1921,166,train,16,11
1922,166,train,17,10
1923,166,train,18,9
1924,166,train,19,8
1925,166,train,20,7
1926,166,train,21,6
1927,166,train,22,5
1928,166,train,23,4
1929,166,train,24,3
1930,166,train,25,2
1931,166,train,26,1
1932,167,train,2,25
1933,167,train,3,24
1934,167,train,4,23
1935,167,train,5,22
1936,167,train,6,21
1937,167,train,7,20
1938,167,train,8,19
1939,167,train,9,18
1940,167,train,10,17
1941,167,train,11,16
1942,167,train,12,15
1943,167,train,13,14
1944,167,train,14,13
1945,167,train,15,12
1946,167,train,16,11
1947,167,train,17,10
1948,167,train,18,9
1949,167,train,19,8
1950,167,train,20,7
1951,167,train,21,6
1952,167,train,22,5
1953,167,train,23,4
1954,167,train,24,3
1955,167,train,25,2
1956,167,train,26,1
1957,168,train,2,28
1958,168,train,3,27
1959,168,train,4,26
1960,168,train,5,25
1961,168,train,6,24
1962,168,train,7,23
1963,168,train,8,22
1964,168,train,9,21
1965,168,train,10,20
1966,168,train,11,19
1967,168,train,12,18
1968,168,train,13,17
1969,168,train,14,16
1970,168,train,15,15
1971,168,train,16,14
1972,168,train,17,13
1973,168,train,18,12
1974,168,train,19,11
1975,168,train,20,10
1976,168,train,21,9
1977,168,train,22,8
1978,168,train,23,7
1979,168,train,24,6
1980,168,train,25,5
1981,168,train,26,4
1982,168,train,27,3
1983,168,train,28,2
1984,168,train,29,1
1985,169,test,11,16
1986,170,test,11,16
1987,173,train,2,24
1988,173,train,3,23
1989,173,train,4,22
1990,173,train,5,21
1991,173,train,6,20
1992,173,train,7,19
1993,173,train,8,18
1994,173,train,9,17
1995,173,train,10,16
1996,173,train,11,15
1997,173,train,12,14
1998,173,train,13,13
1999,173,train,14,12
2000,173,train,15,11
2001,173,train,16,10
2002,173,train,17,9
2003,173,train,18,8
2004,173,train,19,7
2005,173,train,20,6
2006,173,train,21,5
2007,173,train,22,4
2008,173,train,23,3
2009,173,train,24,2
2010,173,train,25,1
2011,174,test,11,16
2012,175,train,2,25
2013,175,train,3,24
2014,175,train,4,23
2015,175,train,5,22
2016,175,train,6,21
2017,175,train,7,20
2018,175,train,8,19
2019,175,train,9,18
2020,175,train,10,17
2021,175,train,11,16
2022,175,train,12,15
2023,175,train,13,14
2024,175,train,14,13
2025,175,train,15,12
2026,175,train,16,11
2027,175,train,17,10
2028,175,train,18,9
2029,175,train,19,8
2030,175,train,20,7
2031,175,train,21,6
2032,175,train,22,5
2033,175,train,23,4
2034,175,train,24,3
2035,175,train,25,2
2036,175,train,26,1
2037,176,train,2,24
2038,176,train,3,23
2039,176,train,4,22
2040,176,train,5,21
2041,176,train,6,20
2042,176,train,7,19
2043,176,train,8,18
2044,176,train,9,17
2045,176,train,10,16
2046,176,train,11,15
2047,176,train,12,14
2048,176,train,13,13
2049,176,train,14,12
2050,176,train,15,11
2051,176,train,16,10
2052,176,train,17,9
2053,176,train,18,8
2054,176,train,19,7
2055,176,train,20,6
2056,176,train,21,5
2057,176,train,22,4
2058,176,train,23,3
2059,176,train,24,2
2060,176,train,25,1
2061,177,train,2,2
2062,177,train,3,1
2063,178,train,2,25
2064,178,train,3,24
2065,178,train,4,23
2066,178,train,5,22
2067,178,train,6,21
2068,178,train,7,20
2069,178,train,8,19
2070,178,train,9,18
2071,178,train,10,17
2072,178,train,11,16
2073,178,train,12,15
2074,178,train,13,14
2075,178,train,14,13
2076,178,train,15,12
2077,178,train,16,11
2078,178,train,17,10
2079,178,train,18,9
2080,178,train,19,8
2081,178,train,20,7
2082,178,train,21,6
2083,178,train,22,5
2084,178,train,23,4
2085,178,train,24,3
2086,178,train,25,2
2087,178,train,26,1
2088,179,train,2,25
2089,179,train,3,24
2090,179,train,4,23
2091,179,train,5,22
2092,179,train,6,21
2093,179,train,7,20
2094,179,train,8,19
2095,179,train,9,18
2096,179,train,10,17
2097,179,train,11,16
2098,179,train,12,15
2099,179,train,13,14
2100,179,train,14,13
2101,179,train,15,12
2102,179,train,16,11
2103,179,train,17,10
2104,179,train,18,9
2105,179,train,19,8
2106,179,train,20,7
2107,179,train,21,6
2108,179,train,22,5
2109,179,train,23,4
2110,179,train,24,3
2111,179,train,25,2
2112,179,train,26,1
2113,180,train,2,17
2114,180,train,3,16
2115,180,train,4,15
2116,180,train,5,14
2117,180,train,6,13
2118,180,train,7,12
2119,180,train,8,11
2120,180,train,9,10
2121,180,train,10,9
2122,180,train,11,8
2123,180,train,12,7
2124,180,train,13,6
2125,180,train,14,5
2126,180,train,15,4
2127,180,train,16,3
2128,180,train,17,2
2129,180,train,18,1
2130,181,val,9,13
2131,182,train,2,21
2132,182,train,3,20
2133,182,train,4,19
2134,182,train,5,18
2135,182,train,6,17
2136,182,train,7,16
2137,182,train,8,15
2138,182,train,9,14
2139,182,train,10,13
2140,182,train,11,12
2141,182,train,12,11
2142,182,train,13,10
2143,182,train,14,9
2144,182,train,15,8
2145,182,train,16,7
2146,182,train,17,6
2147,182,train,18,5
2148,182,train,19,4
2149,182,train,20,3
2150,182,train,21,2
2151,182,train,22,1
2152,184,train,2,25
2153,184,train,3,24
2154,184,train,4,23
2155,184,train,5,22
2156,184,train,6,21
2157,184,train,7,20
2158,184,train,8,19
2159,184,train,9,18
2160,184,train,10,17
2161,184,train,11,16
2162,184,train,12,15
2163,184,train,13,14
2164,184,train,14,13
2165,184,train,15,12
2166,184,train,16,11
2167,184,train,17,10
2168,184,train,18,9
2169,184,train,19,8
2170,184,train,20,7
2171,184,train,21,6
2172,184,train,22,5
2173,184,train,23,4
2174,184,train,24,3
2175,184,train,25,2
2176,184,train,26,1
2177,188,val,11,16
2178,189,train,2,17
2179,189,train,3,16
2180,189,train,4,15
2181,189,train,5,14
2182,189,train,6,13
2183,189,train,7,12
2184,189,train,8,11
2185,189,train,9,10
2186,189,train,10,9
2187,189,train,11,8
2188,189,train,12,7
2189,189,train,13,6
2190,189,train,14,5
2191,189,train,15,4
2192,189,train,16,3
2193,189,train,17,2
2194,189,train,18,1
2195,190,train,2,10
2196,190,train,3,9
2197,190,train,4,8
2198,190,train,5,7
2199,190,train,6,6
2200,190,train,7,5
2201,190,train,8,4
2202,190,train,9,3
2203,190,train,10,2
2204,190,train,11,1
2205,191,val,12,17
2206,192,train,2,24
2207,192,train,3,23
2208,192,train,4,22
2209,192,train,5,21
2210,192,train,6,20
2211,192,train,7,19
2212,192,train,8,18
2213,192,train,9,17
2214,192,train,10,16
2215,192,train,11,15
2216,192,train,12,14
2217,192,train,13,13
2218,192,train,14,12
2219,192,train,15,11
2220,192,train,16,10
2221,192,train,17,9
2222,192,train,18,8
2223,192,train,19,7
2224,192,train,20,6
2225,192,train,21,5
2226,192,train,22,4
2227,192,train,23,3
2228,192,train,24,2
2229,192,train,25,1
2230,193,train,2,3
2231,193,train,3,2
2232,193,train,4,1
2233,195,train,2,20
2234,195,train,3,19
2235,195,train,4,18
2236,195,train,5,17
2237,195,train,6,16
2238,195,train,7,15
2239,195,train,8,14
2240,195,train,9,13
2241,195,train,10,12
2242,195,train,11,11
2243,195,train,12,10
2244,195,train,13,9
2245,195,train,14,8
2246,195,train,15,7
2247,195,train,16,6
2248,195,train,17,5
2249,195,train,18,4
2250,195,train,19,3
2251,195,train,20,2
2252,195,train,21,1
2253,196,test,9,14
2254,201,val,12,17
2255,202,train,2,27
2256,202,train,3,26
2257,202,train,4,25
2258,202,train,5,24
2259,202,train,6,23
2260,202,train,7,22
2261,202,train,8,21
2262,202,train,9,20
2263,202,train,10,19
2264,202,train,11,18
2265,202,train,12,17
2266,202,train,13,16
2267,202,train,14,15
2268,202,train,15,14
2269,202,train,16,13
2270,202,train,17,12
2271,202,train,18,11
2272,202,train,19,10
2273,202,train,20,9
2274,202,train,21,8
2275,202,train,22,7
2276,202,train,23,6
2277,202,train,24,5
2278,202,train,25,4
2279,202,train,26,3
2280,202,train,27,2
2281,202,train,28,1
2282,203,test,12,18
2283,204,train,2,28
2284,204,train,3,27
2285,204,train,4,26
2286,204,train,5,25
2287,204,train,6,24
2288,204,train,7,23
2289,204,train,8,22
2290,204,train,9,21
2291,204,train,10,20
2292,204,train,11,19
2293,204,train,12,18
2294,204,train,13,17
2295,204,train,14,16
2296,204,train,15,15
2297,204,train,16,14
2298,204,train,17,13
2299,204,train,18,12
2300,204,train,19,11
2301,204,train,20,10
2302,204,train,21,9
2303,204,train,22,8
2304,204,train,23,7
2305,204,train,24,6
2306,204,train,25,5
2307,204,train,26,4
2308,204,train,27,3
2309,204,train,28,2
2310,204,train,29,1
2311,205,val,12,17
2312,206,val,11,16
2313,207,train,2,27
2314,207,train,3,26
2315,207,train,4,25
2316,207,train,5,24
2317,207,train,6,23
2318,207,train,7,22
2319,207,train,8,21
2320,207,train,9,20
2321,207,train,10,19
2322,207,train,11,18
2323,207,train,12,17
2324,207,train,13,16
2325,207,train,14,15
2326,207,train,15,14
2327,207,train,16,13
2328,207,train,17,12
2329,207,train,18,11
2330,207,train,19,10
2331,207,train,20,9
2332,207,train,21,8
2333,207,train,22,7
2334,207,train,23,6
2335,207,train,24,5
2336,207,train,25,4
2337,207,train,26,3
2338,207,train,27,2
2339,207,train,28,1
2340,209,val,12,18
2341,210,test,12,18
2342,211,train,2,27
2343,211,train,3,26
2344,211,train,4,25
2345,211,train,5,24
2346,211,train,6,23
2347,211,train,7,22
2348,211,train,8,21
2349,211,train,9,20
2350,211,train,10,19
2351,211,train,11,18
2352,211,train,12,17
2353,211,train,13,16
2354,211,train,14,15
2355,211,train,15,14
2356,211,train,16,13
2357,211,train,17,12
2358,211,train,18,11
2359,211,train,19,10
2360,211,train,20,9
2361,211,train,21,8
2362,211,train,22,7
2363,211,train,23,6
2364,211,train,24,5
2365,211,train,25,4
2366,211,train,26,3
2367,211,train,27,2
2368,211,train,28,1
2369,212,train,2,20
2370,212,train,3,19
2371,212,train,4,18
2372,212,train,5,17
2373,212,train,6,16
2374,212,train,7,15
2375,212,train,8,14
2376,212,train,9,13
2377,212,train,10,12
2378,212,train,11,11
2379,212,train,12,10
2380,212,train,13,9
2381,212,train,14,8
2382,212,train,15,7
2383,212,train,16,6
2384,212,train,17,5
2385,212,train,18,4
2386,212,train,19,3
2387,212,train,20,2
2388,212,train,21,1
2389,213,val,11,16
2390,214,train,2,28
2391,214,train,3,27
2392,214,train,4,26
2393,214,train,5,25
2394,214,train,6,24
2395,214,train,7,23
2396,214,train,8,22
2397,214,train,9,21
2398,214,train,10,20
2399,214,train,11,19
2400,214,train,12,18
2401,214,train,13,17
2402,214,train,14,16
2403,214,train,15,15
2404,214,train,16,14
2405,214,train,17,13
2406,214,train,18,12
2407,214,train,19,11
2408,214,train,20,10
2409,214,train,21,9
2410,214,train,22,8
2411,214,train,23,7
2412,214,train,24,6
2413,214,train,25,5
2414,214,train,26,4
2415,214,train,27,3
2416,214,train,28,2
2417,214,train,29,1
2418,215,train,2,28
2419,215,train,3,27
2420,215,train,4,26
2421,215,train,5,25
2422,215,train,6,24
2423,215,train,7,23
2424,215,train,8,22
2425,215,train,9,21
2426,215,train,10,20
2427,215,train,11,19
2428,215,train,12,18
2429,215,train,13,17
2430,215,train,14,16
2431,215,train,15,15
2432,215,train,16,14
2433,215,train,17,13
2434,215,train,18,12
2435,215,train,19,11
2436,215,train,20,10
2437,215,train,21,9
2438,215,train,22,8
2439,215,train,23,7
2440,215,train,24,6
2441,215,train,25,5
2442,215,train,26,4
2443,215,train,27,3
2444,215,train,28,2
2445,215,train,29,1
2446,216,train,2,28
2447,216,train,3,27
2448,216,train,4,26
2449,216,train,5,25
2450,216,train,6,24
2451,216,train,7,23
2452,216,train,8,22
2453,216,train,9,21
2454,216,train,10,20
2455,216,train,11,19
2456,216,train,12,18
2457,216,train,13,17
2458,216,train,14,16
2459,216,train,15,15
2460,216,train,16,14
2461,216,train,17,13
2462,216,train,18,12
2463,216,train,19,11
2464,216,train,20,10
2465,216,train,21,9
2466,216,train,22,8
2467,216,train,23,7
2468,216,train,24,6
2469,216,train,25,5
2470,216,train,26,4
2471,216,train,27,3
2472,216,train,28,2
2473,216,train,29,1
2474,217,train,2,27
2475,217,train,3,26
2476,217,train,4,25
2477,217,train,5,24
2478,217,train,6,23
2479,217,train,7,22
2480,217,train,8,21
2481,217,train,9,20
2482,217,train,10,19
2483,217,train,11,18
2484,217,train,12,17
2485,217,train,13,16
2486,217,train,14,15
2487,217,train,15,14
2488,217,train,16,13
2489,217,train,17,12
2490,217,train,18,11
2491,217,train,19,10
2492,217,train,20,9
2493,217,train,21,8
2494,217,train,22,7
2495,217,train,23,6
2496,217,train,24,5
2497,217,train,25,4
2498,217,train,26,3
2499,217,train,27,2
2500,217,train,28,1
2501,218,test,8,13
2502,219,train,2,28
2503,219,train,3,27
2504,219,train,4,26
2505,219,train,5,25
2506,219,train,6,24
2507,219,train,7,23
2508,219,train,8,22
2509,219,train,9,21
2510,219,train,10,20
2511,219,train,11,19
2512,219,train,12,18
2513,219,train,13,17
2514,219,train,14,16
2515,219,train,15,15
2516,219,train,16,14
2517,219,train,17,13
2518,219,train,18,12
2519,219,train,19,11
2520,219,train,20,10
2521,219,train,21,9
2522,219,train,22,8
2523,219,train,23,7
2524,219,train,24,6
2525,219,train,25,5
2526,219,train,26,4
2527,219,train,27,3
2528,219,train,28,2
2529,219,train,29,1
2530,220,train,2,26
2531,220,train,3,25
2532,220,train,4,24
2533,220,train,5,23
2534,220,train,6,22
2535,220,train,7,21
2536,220,train,8,20
2537,220,train,9,19
2538,220,train,10,18
2539,220,train,11,17
2540,220,train,12,16
2541,220,train,13,15
2542,220,train,14,14
2543,220,train,15,13
2544,220,train,16,12
2545,220,train,17,11
2546,220,train,18,10
2547,220,train,19,9
2548,220,train,20,8
2549,220,train,21,7
2550,220,train,22,6
2551,220,train,23,5
2552,220,train,24,4
2553,220,train,25,3
2554,220,train,26,2
2555,220,train,27,1
2556,221,train,2,27
2557,221,train,3,26
2558,221,train,4,25
2559,221,train,5,24
2560,221,train,6,23
2561,221,train,7,22
2562,221,train,8,21
2563,221,train,9,20
2564,221,train,10,19
2565,221,train,11,18
2566,221,train,12,17
2567,221,train,13,16
2568,221,train,14,15
2569,221,train,15,14
2570,221,train,16,13
2571,221,train,17,12
2572,221,train,18,11
2573,221,train,19,10
2574,221,train,20,9
2575,221,train,21,8
2576,221,train,22,7
2577,221,train,23,6
2578,221,train,24,5
2579,221,train,25,4
2580,221,train,26,3
2581,221,train,27,2
2582,221,train,28,1
2583,222,train,2,28
2584,222,train,3,27
2585,222,train,4,26
2586,222,train,5,25
2587,222,train,6,24
2588,222,train,7,23
2589,222,train,8,22
2590,222,train,9,21
2591,222,train,10,20
2592,222,train,11,19
2593,222,train,12,18
2594,222,train,13,17
2595,222,train,14,16
2596,222,train,15,15
2597,222,train,16,14
2598,222,train,17,13
2599,222,train,18,12
2600,222,train,19,11
2601,222,train,20,10
2602,222,train,21,9
2603,222,train,22,8
2604,222,train,23,7
2605,222,train,24,6
2606,222,train,25,5
2607,222,train,26,4
2608,222,train,27,3
2609,222,train,28,2
2610,222,train,29,1
2611,223,train,2,27
2612,223,train,3,26
2613,223,train,4,25
2614,223,train,5,24
2615,223,train,6,23
2616,223,train,7,22
2617,223,train,8,21
2618,223,train,9,20
2619,223,train,10,19
2620,223,train,11,18
2621,223,train,12,17
2622,223,train,13,16
2623,223,train,14,15
2624,223,train,15,14
2625,223,train,16,13
2626,223,train,17,12
2627,223,train,18,11
2628,223,train,19,10
